,PriorDefault,YearsEmployed,CreditScore,Income,Approved
628,0.0,1.665,0.0,5.0,0.0
629,0.0,0.25,0.0,809.0,0.0
630,0.0,0.125,1.0,108.0,0.0
631,0.0,0.0,0.0,0.0,0.0
632,0.0,0.0,0.0,0.0,0.0
633,0.0,0.25,1.0,4.0,0.0
634,0.0,0.96,2.0,587.0,0.0
635,0.0,0.5,0.0,0.0,0.0
636,0.0,0.79,0.0,350.0,0.0
637,0.0,0.25,0.0,0.0,0.0
638,0.0,1.5,0.0,0.0,0.0
639,0.0,2.5,0.0,200.0,0.0
640,0.0,3.5,0.0,141.0,0.0
641,0.0,3.5,0.0,0.0,0.0
642,0.0,3.0,0.0,0.0,0.0
643,0.0,0.29,0.0,2.0,0.0
644,0.0,0.165,0.0,501.0,0.0
645,0.0,0.165,0.0,351.0,0.0
646,0.0,0.25,0.0,0.0,0.0
647,0.0,3.5,0.0,0.0,0.0
648,0.0,0.0,6.0,200.0,0.0
649,0.0,1.0,0.0,2.0,0.0
650,0.0,0.125,1.0,160.0,0.0
651,0.0,0.335,0.0,0.0,0.0
652,1.0,0.5,0.0,68.0,0.0
653,0.0,0.415,1.0,11.0,0.0
654,0.0,0.0,0.0,0.0,0.0
655,0.0,2.29,1.0,21.0,0.0
656,0.0,0.25,0.0,390.0,0.0
657,0.0,1.0,0.0,18.0,0.0
658,0.0,0.25,1.0,154.0,0.0
659,0.0,0.085,0.0,0.0,0.0
660,0.0,0.165,0.0,0.0,0.0
661,0.0,0.875,0.0,0.0,0.0
662,0.0,1.5,0.0,0.0,0.0
663,0.0,0.04,0.0,0.0,0.0
664,0.0,0.04,0.0,0.0,0.0
665,0.0,0.25,0.0,0.0,0.0
666,0.0,1.75,1.0,5.0,0.0
667,0.0,0.085,0.0,0.0,0.0
668,0.0,1.5,0.0,1.0,0.0
669,0.0,5.5,0.0,150.0,0.0
670,0.0,0.5,0.0,2.0,0.0
671,0.0,0.5,0.0,117.0,0.0
672,0.0,2.0,0.0,17.0,0.0
673,0.0,0.21,0.0,246.0,0.0
674,0.0,0.665,0.0,237.0,0.0
675,0.0,0.085,12.0,3.0,0.0
676,0.0,0.04,1.0,1.0,0.0
677,0.0,0.0,0.0,50.0,0.0
678,0.0,0.0,0.0,0.0,0.0
679,0.0,0.29,0.0,364.0,0.0
680,0.0,3.0,0.0,537.0,0.0
681,0.0,0.335,0.0,2.0,0.0
682,0.0,0.585,0.0,3.0,0.0
683,0.0,3.5,0.0,0.0,0.0
684,0.0,1.25,0.0,0.0,0.0
685,0.0,2.0,2.0,394.0,0.0
686,0.0,2.0,1.0,1.0,0.0
687,0.0,0.04,0.0,750.0,0.0
688,0.0,8.29,0.0,0.0,0.0
