,Gender,Age,Debt,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Income,Approved,Married_u,Married_y,BankCustomer_gg,BankCustomer_p,Citizen_p,Citizen_s
231,1.0,33.5,1.75,0.8421052631578947,0.6304347826086957,4.5,1,1,4,1,857,1,1,0,0,0,0,0
232,1.0,27.67,13.75,0.5079365079365079,0.4221105527638191,5.75,1,0,0,1,500,1,1,0,0,0,0,0
233,0.0,58.42,21.0,0.23728813559322035,0.423728813559322,10.0,1,1,13,0,6700,1,1,0,0,0,0,0
234,0.0,20.67,1.835,0.6538461538461539,0.4221105527638191,2.085,1,1,5,0,2503,1,1,0,0,0,0,0
235,1.0,26.17,0.25,0.23728813559322035,0.423728813559322,0.0,1,0,0,1,0,1,1,0,0,0,0,0
236,1.0,21.33,7.5,0.35185185185185186,0.4221105527638191,1.415,1,1,1,0,9800,1,1,0,0,0,0,0
237,1.0,42.83,4.625,0.6538461538461539,0.4221105527638191,4.58,1,0,0,0,0,1,1,0,0,0,0,1
238,1.0,38.17,10.125,0.8421052631578947,0.4221105527638191,2.5,1,1,6,0,196,1,1,0,0,0,0,0
239,1.0,20.5,10.0,0.45255474452554745,0.4221105527638191,2.5,1,0,0,0,0,1,0,1,0,1,0,1
240,1.0,48.25,25.085,0.5079365079365079,0.4221105527638191,1.75,1,1,3,0,14,1,1,0,0,0,0,0
241,1.0,28.33,5.0,0.5079365079365079,0.4221105527638191,11.0,1,0,0,1,0,1,1,0,0,0,0,0
242,0.0,18.75,7.5,0.6538461538461539,0.4221105527638191,2.71,1,1,5,0,26726,1,1,0,0,0,0,0
243,1.0,18.5,2.0,0.23728813559322035,0.4221105527638191,1.5,1,1,2,0,300,1,1,0,0,0,0,0
244,1.0,33.17,3.04,0.45255474452554745,0.6304347826086957,2.04,1,1,1,1,18027,1,0,1,0,1,0,0
245,1.0,45.0,8.5,0.7073170731707317,0.6304347826086957,14.0,1,1,1,1,2000,1,1,0,0,0,0,0
246,0.0,19.67,0.21,0.6538461538461539,0.6304347826086957,0.29,1,1,11,0,99,1,1,0,0,0,0,0
247,,24.5,12.75,0.45255474452554745,0.423728813559322,4.75,1,1,2,0,444,1,1,0,0,0,0,0
248,1.0,21.83,11.0,0.8421052631578947,0.4221105527638191,0.29,1,1,6,0,0,1,1,0,0,0,0,0
249,1.0,40.25,21.5,0.56,0.75,20.0,1,1,11,0,1200,1,1,0,0,0,0,0
250,1.0,41.42,5.0,0.6538461538461539,0.6304347826086957,5.0,1,1,6,1,0,1,1,0,0,0,0,0
251,0.0,17.83,11.0,0.8421052631578947,0.6304347826086957,1.0,1,1,11,0,3000,1,1,0,0,0,0,0
252,1.0,23.17,11.125,0.8421052631578947,0.6304347826086957,0.46,1,1,1,0,0,1,1,0,0,0,0,0
253,1.0,,0.625,0.27450980392156865,0.4221105527638191,0.25,0,0,0,0,2010,0,1,0,0,0,0,0
254,1.0,18.17,10.25,0.45255474452554745,0.6304347826086957,1.085,0,0,0,0,13,0,1,0,0,0,0,0
255,1.0,20.0,11.045,0.45255474452554745,0.4221105527638191,2.0,0,0,0,1,0,0,1,0,0,0,0,0
256,1.0,20.0,0.0,0.23333333333333334,0.4221105527638191,0.5,0,0,0,0,0,0,1,0,0,0,0,0
257,0.0,20.75,9.54,0.23728813559322035,0.4221105527638191,0.04,0,0,0,0,1000,0,1,0,0,0,0,0
258,0.0,24.5,1.75,0.45255474452554745,0.4221105527638191,0.165,0,0,0,0,0,0,0,1,0,1,0,0
259,1.0,32.75,2.335,0.23333333333333334,0.6304347826086957,5.75,0,0,0,1,0,0,1,0,0,0,0,0
260,0.0,52.17,0.0,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,0,1,0,1,0,0
261,0.0,48.17,1.335,0.23728813559322035,0.5,0.335,0,0,0,0,120,0,1,0,0,0,0,0
262,0.0,20.42,10.5,0.8421052631578947,0.6304347826086957,0.0,0,0,0,1,32,0,0,1,0,1,0,0
263,1.0,50.75,0.585,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,1,0,0,0,0,0
264,1.0,17.08,0.085,0.45255474452554745,0.4221105527638191,0.04,0,0,0,0,722,0,0,1,0,1,0,0
265,1.0,18.33,1.21,0.56,0.3333333333333333,0.0,0,0,0,0,0,0,0,1,0,1,0,0
266,0.0,32.0,6.0,0.23333333333333334,0.4221105527638191,1.25,0,0,0,0,0,0,1,0,0,0,0,0
267,1.0,59.67,1.54,0.6538461538461539,0.4221105527638191,0.125,1,0,0,1,0,1,1,0,0,0,0,0
268,1.0,18.0,0.165,0.6538461538461539,0.5,0.21,0,0,0,0,40,1,1,0,0,0,0,0
269,1.0,37.58,0.0,,,0.0,0,0,0,0,0,1,0,0,0,0,1,0
270,1.0,32.33,2.5,0.45255474452554745,0.4221105527638191,1.25,0,0,0,1,0,0,1,0,0,0,0,0
271,1.0,18.08,6.75,0.42105263157894735,0.4221105527638191,0.04,0,0,0,0,0,0,0,1,0,1,0,0
272,1.0,38.25,10.125,0.27450980392156865,0.4221105527638191,0.125,0,0,0,0,0,0,0,1,0,1,0,0
273,1.0,30.67,2.5,0.7073170731707317,0.6304347826086957,2.25,0,0,0,1,0,0,1,0,0,0,0,1
274,1.0,18.58,5.71,0.23333333333333334,0.4221105527638191,0.54,0,0,0,0,0,0,1,0,0,0,0,0
275,0.0,19.17,5.415,0.23728813559322035,0.6304347826086957,0.29,0,0,0,0,484,0,1,0,0,0,0,0
276,0.0,18.17,10.0,0.6538461538461539,0.6304347826086957,0.165,0,0,0,0,0,0,0,1,0,1,0,0
277,1.0,24.58,13.5,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,0,1,0,1,0,0
278,1.0,16.25,0.835,0.42105263157894735,0.4221105527638191,0.085,1,0,0,0,0,0,1,0,0,0,0,1
279,1.0,21.17,0.875,0.45255474452554745,0.6304347826086957,0.25,0,0,0,0,204,0,0,1,0,1,0,0
280,1.0,23.92,0.585,0.7073170731707317,0.6304347826086957,0.125,0,0,0,0,1,0,0,1,0,1,0,0
281,1.0,17.67,4.46,0.45255474452554745,0.4221105527638191,0.25,0,0,0,0,0,0,1,0,0,0,0,1
282,0.0,16.5,1.25,0.6538461538461539,0.4221105527638191,0.25,0,1,1,0,98,0,1,0,0,0,0,0
283,1.0,23.25,12.625,0.45255474452554745,0.4221105527638191,0.125,0,1,2,0,5552,0,1,0,0,0,0,0
284,1.0,17.58,10.0,0.5079365079365079,0.6304347826086957,0.165,0,1,1,0,1,0,1,0,0,0,0,0
285,0.0,,1.5,0.1320754716981132,0.14035087719298245,0.0,0,1,2,1,105,0,1,0,0,0,0,0
286,1.0,29.5,0.58,0.5079365079365079,0.4221105527638191,0.29,0,1,1,0,2803,0,1,0,0,0,0,0
287,1.0,18.83,0.415,0.45255474452554745,0.4221105527638191,0.165,0,1,1,0,1,0,0,1,0,1,0,0
288,0.0,21.75,1.75,0.3,0.375,0.0,0,0,0,0,0,0,0,1,0,1,0,0
289,1.0,23.0,0.75,0.42105263157894735,0.4221105527638191,0.5,0,0,0,1,0,0,1,0,0,0,0,1
290,0.0,18.25,10.0,0.5079365079365079,0.4221105527638191,1.0,0,1,1,0,1,0,1,0,0,0,0,0
291,1.0,25.42,0.54,0.5079365079365079,0.4221105527638191,0.165,0,1,1,0,444,0,1,0,0,0,0,0
292,1.0,35.75,2.415,0.5079365079365079,0.4221105527638191,0.125,0,1,2,0,1,0,1,0,0,0,0,0
293,0.0,16.08,0.335,0.1320754716981132,0.14035087719298245,0.0,0,1,1,0,126,0,1,0,0,0,0,0
294,0.0,31.92,3.125,0.1320754716981132,0.14035087719298245,3.04,0,1,2,1,4,0,1,0,0,0,0,0
295,1.0,69.17,9.0,0.1320754716981132,0.14035087719298245,4.0,0,1,1,0,6,0,1,0,0,0,0,0
296,1.0,32.92,2.5,0.35185185185185186,0.4221105527638191,1.75,0,1,2,1,0,0,1,0,0,0,0,0
297,1.0,16.33,2.75,0.35185185185185186,0.4221105527638191,0.665,0,1,1,0,21,0,1,0,0,0,0,0
298,1.0,22.17,12.125,0.45255474452554745,0.4221105527638191,3.335,0,1,2,1,173,0,1,0,0,0,0,0
299,0.0,57.58,2.0,0.1320754716981132,0.14035087719298245,6.5,0,1,1,0,10,0,1,0,0,0,0,0
300,1.0,18.25,0.165,0.23333333333333334,0.4221105527638191,0.25,0,0,0,1,0,0,1,0,0,0,0,1
301,1.0,23.42,1.0,0.45255474452554745,0.4221105527638191,0.5,0,0,0,1,0,0,1,0,0,0,0,1
302,0.0,15.92,2.875,0.6538461538461539,0.4221105527638191,0.085,0,0,0,0,0,0,1,0,0,0,0,0
303,0.0,24.75,13.665,0.6538461538461539,0.6304347826086957,1.5,0,0,0,0,1,0,1,0,0,0,0,0
304,1.0,48.75,26.335,0.1320754716981132,0.14035087719298245,0.0,1,0,0,1,0,0,0,1,0,1,0,0
305,1.0,23.5,2.75,0.1320754716981132,0.14035087719298245,4.5,0,0,0,0,25,0,1,0,0,0,0,0
306,1.0,18.58,10.29,0.1320754716981132,0.14035087719298245,0.415,0,0,0,0,0,0,1,0,0,0,0,0
307,1.0,27.75,1.29,0.27450980392156865,0.6304347826086957,0.25,0,0,0,1,0,0,1,0,0,0,0,1
308,0.0,31.75,3.0,0.3,0.375,0.0,0,0,0,0,20,0,0,1,0,1,0,0
309,0.0,24.83,4.5,0.5079365079365079,0.4221105527638191,1.0,0,0,0,1,6,0,1,0,0,0,0,0
310,1.0,19.0,1.75,0.45255474452554745,0.4221105527638191,2.335,0,0,0,1,6,0,0,1,0,1,0,0
311,0.0,16.33,0.21,0.35185185185185186,0.4221105527638191,0.125,0,0,0,0,1,0,1,0,0,0,0,0
312,0.0,18.58,10.0,0.23333333333333334,0.4221105527638191,0.415,0,0,0,0,42,0,1,0,0,0,0,0
313,1.0,16.25,0.0,0.35185185185185186,0.4221105527638191,0.25,0,0,0,0,0,0,0,1,0,1,0,0
314,1.0,23.0,0.75,0.42105263157894735,0.4221105527638191,0.5,1,0,0,1,0,0,1,0,0,0,0,1
315,1.0,21.17,0.25,0.45255474452554745,0.6304347826086957,0.25,0,0,0,0,204,0,0,1,0,1,0,0
316,1.0,17.5,22.0,0.1320754716981132,0.5,0.0,0,0,0,1,100000,1,0,0,1,0,1,0
317,1.0,19.17,0.0,0.42105263157894735,0.423728813559322,0.0,0,0,0,1,1,1,0,1,0,1,0,1
318,1.0,36.75,0.125,0.45255474452554745,0.4221105527638191,1.5,0,0,0,1,113,1,0,1,0,1,0,0
319,1.0,21.25,1.5,0.5079365079365079,0.4221105527638191,1.5,0,0,0,0,8,1,1,0,0,0,0,0
320,0.0,18.08,0.375,0.7073170731707317,0.14035087719298245,10.0,0,0,0,1,0,1,0,0,1,0,0,1
321,0.0,33.67,0.375,0.7073170731707317,0.4221105527638191,0.375,0,0,0,0,44,1,1,0,0,0,0,0
322,1.0,48.58,0.205,0.27450980392156865,0.4221105527638191,0.25,1,1,11,0,2732,1,0,1,0,1,0,0
323,1.0,33.67,1.25,0.5079365079365079,0.4221105527638191,1.165,0,0,0,0,0,0,1,0,0,0,0,0
324,0.0,29.5,1.085,0.8421052631578947,0.4221105527638191,1.0,0,0,0,0,13,0,0,1,0,1,0,0
325,1.0,30.17,1.085,0.45255474452554745,0.4221105527638191,0.04,0,0,0,0,179,0,0,1,0,1,0,0
326,,40.83,3.5,0.23728813559322035,0.423728813559322,0.5,0,0,0,0,0,0,1,0,0,0,0,1
327,1.0,34.83,2.5,0.5079365079365079,0.4221105527638191,3.0,0,0,0,0,0,0,0,1,0,1,0,1
328,1.0,,4.0,0.23728813559322035,0.4221105527638191,0.085,0,0,0,1,0,0,0,1,0,1,0,0
329,1.0,20.42,0.0,,,0.0,0,0,0,0,0,0,0,0,0,0,1,0
330,0.0,33.25,2.5,0.45255474452554745,0.4221105527638191,2.5,0,0,0,1,2,0,0,1,0,1,0,0
331,1.0,34.08,2.5,0.45255474452554745,0.4221105527638191,1.0,0,0,0,0,16,0,1,0,0,0,0,0
332,0.0,25.25,12.5,0.23333333333333334,0.4221105527638191,1.0,0,0,0,1,1062,0,1,0,0,0,0,0
333,1.0,34.75,2.5,0.7073170731707317,0.423728813559322,0.5,0,0,0,0,0,0,1,0,0,0,0,0
334,1.0,27.67,0.75,0.6538461538461539,0.6304347826086957,0.165,0,0,0,1,251,0,1,0,0,0,0,0
335,1.0,47.33,6.5,0.45255474452554745,0.4221105527638191,1.0,0,0,0,1,228,0,1,0,0,0,0,0
336,0.0,34.83,1.25,0.23728813559322035,0.6304347826086957,0.5,0,0,0,1,0,0,0,1,0,1,0,0
337,0.0,33.25,3.0,0.35185185185185186,0.4221105527638191,2.0,0,0,0,0,0,0,0,1,0,1,0,0
338,1.0,28.0,3.0,0.5079365079365079,0.4221105527638191,0.75,0,0,0,1,67,0,1,0,0,0,0,0
339,0.0,39.08,4.0,0.45255474452554745,0.4221105527638191,3.0,0,0,0,0,0,0,1,0,0,0,0,0
340,1.0,42.75,4.085,0.35185185185185186,0.4221105527638191,0.04,0,0,0,0,100,0,1,0,0,0,0,0
341,1.0,26.92,2.25,0.23728813559322035,0.423728813559322,0.5,0,0,0,1,4000,0,1,0,0,0,0,0
342,1.0,33.75,2.75,0.23728813559322035,0.423728813559322,0.0,0,0,0,0,0,0,1,0,0,0,0,0
343,1.0,38.92,1.75,0.27450980392156865,0.4221105527638191,0.5,0,0,0,1,2,0,1,0,0,0,0,0
344,1.0,62.75,7.0,0.56,0.75,0.0,0,0,0,0,12,0,1,0,0,0,0,0
345,,32.25,1.5,0.45255474452554745,0.4221105527638191,0.25,0,0,0,1,122,0,1,0,0,0,0,0
346,1.0,26.75,4.5,0.45255474452554745,0.423728813559322,2.5,0,0,0,0,1210,0,0,1,0,1,0,0
347,1.0,63.33,0.54,0.45255474452554745,0.4221105527638191,0.585,1,1,3,1,0,0,1,0,0,0,0,0
348,1.0,27.83,1.5,0.5079365079365079,0.4221105527638191,2.25,0,1,1,1,3,0,1,0,0,0,0,0
349,0.0,26.17,2.0,0.3,0.375,0.0,0,0,0,1,1,0,1,0,0,0,0,0
350,1.0,22.17,0.585,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,0,1,0,1,0,0
351,1.0,22.5,11.5,0.42105263157894735,0.4221105527638191,1.5,0,0,0,1,4000,0,0,1,0,1,0,0
352,1.0,30.75,1.585,0.23333333333333334,0.4221105527638191,0.585,0,0,0,1,0,0,1,0,0,0,0,1
353,1.0,36.67,2.0,0.23728813559322035,0.4221105527638191,0.25,0,0,0,1,0,0,1,0,0,0,0,0
354,0.0,16.0,0.165,0.35185185185185186,0.4221105527638191,1.0,0,1,2,1,1,0,1,0,0,0,0,0
355,1.0,41.17,1.335,0.23333333333333334,0.4221105527638191,0.165,0,0,0,0,0,0,1,0,0,0,0,0
356,0.0,19.5,0.165,0.6538461538461539,0.4221105527638191,0.04,0,0,0,1,0,0,1,0,0,0,0,0
357,1.0,32.42,3.0,0.23333333333333334,0.4221105527638191,0.165,0,0,0,1,0,0,1,0,0,0,0,0
358,0.0,36.75,4.71,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,1,0,0,0,0,0
359,0.0,30.25,5.5,0.27450980392156865,0.4221105527638191,5.5,0,0,0,1,0,0,1,0,0,0,0,1
360,1.0,23.08,2.5,0.1320754716981132,0.14035087719298245,0.085,0,0,0,1,4208,0,1,0,0,0,0,0
361,1.0,26.83,0.54,0.27450980392156865,0.14035087719298245,0.0,0,0,0,0,0,0,1,0,0,0,0,0
362,1.0,16.92,0.335,0.27450980392156865,0.4221105527638191,0.29,0,0,0,0,0,0,0,1,0,1,0,1
363,1.0,24.42,2.0,0.56,0.3333333333333333,0.165,0,1,2,0,1300,0,1,0,0,0,0,0
364,1.0,42.83,1.25,0.42105263157894735,0.4221105527638191,13.875,0,1,1,1,112,0,1,0,0,0,0,0
365,0.0,22.75,6.165,0.35185185185185186,0.4221105527638191,0.165,0,0,0,0,1000,0,1,0,0,0,0,0
366,1.0,39.42,1.71,0.42105263157894735,0.4221105527638191,0.165,0,0,0,0,0,0,0,1,0,1,0,1
367,0.0,23.58,11.5,0.27450980392156865,0.6304347826086957,3.0,0,0,0,1,16,0,0,1,0,1,0,0
368,1.0,21.42,0.75,0.6666666666666666,0.5,0.75,0,0,0,1,2,0,0,1,0,1,0,0
369,1.0,33.0,2.5,0.5079365079365079,0.4221105527638191,7.0,0,0,0,1,0,0,0,1,0,1,0,0
370,1.0,26.33,13.0,0.56,0.3333333333333333,0.0,0,0,0,1,1110,0,1,0,0,0,0,0
371,0.0,45.0,4.585,0.27450980392156865,0.6304347826086957,1.0,0,0,0,1,0,0,1,0,0,0,0,1
372,1.0,26.25,1.54,0.5079365079365079,0.4221105527638191,0.125,0,0,0,0,0,0,1,0,0,0,0,0
373,,28.17,0.585,0.35185185185185186,0.4221105527638191,0.04,0,0,0,0,1004,0,1,0,0,0,0,0
374,0.0,20.83,0.5,0.56,0.3333333333333333,1.0,0,0,0,0,0,0,0,1,0,1,0,0
375,1.0,28.67,14.5,0.23333333333333334,0.4221105527638191,0.125,0,0,0,0,286,0,1,0,0,0,0,0
376,1.0,20.67,0.835,0.45255474452554745,0.4221105527638191,2.0,0,0,0,1,0,0,0,1,0,1,0,1
377,1.0,34.42,1.335,0.23728813559322035,0.423728813559322,0.125,0,0,0,1,4500,0,1,0,0,0,0,0
378,1.0,33.58,0.25,0.23728813559322035,0.423728813559322,4.0,0,0,0,1,0,0,1,0,0,0,0,1
379,1.0,43.17,5.0,0.23728813559322035,0.423728813559322,2.25,0,0,0,1,0,0,1,0,0,0,0,0
380,0.0,22.67,7.0,0.45255474452554745,0.4221105527638191,0.165,0,0,0,0,0,0,1,0,0,0,0,0
381,0.0,24.33,2.5,0.23728813559322035,0.423728813559322,4.5,0,0,0,0,456,0,0,1,0,1,0,0
382,0.0,56.83,4.25,0.1320754716981132,0.14035087719298245,5.0,0,0,0,1,4,0,0,1,0,1,0,0
383,1.0,22.08,11.46,0.27450980392156865,0.4221105527638191,1.585,0,0,0,1,1212,0,1,0,0,0,0,0
384,1.0,34.0,5.5,0.45255474452554745,0.4221105527638191,1.5,0,0,0,1,0,0,0,1,0,1,0,0
385,1.0,22.58,1.5,0.35185185185185186,0.4221105527638191,0.54,0,0,0,1,67,0,0,1,0,1,0,0
386,1.0,21.17,0.0,0.45255474452554745,0.4221105527638191,0.5,0,0,0,1,0,0,1,0,0,0,0,1
387,1.0,26.67,14.585,0.23728813559322035,0.423728813559322,0.0,0,0,0,1,0,0,1,0,0,0,0,0
388,1.0,22.92,0.17,0.42105263157894735,0.4221105527638191,0.085,0,0,0,0,0,0,1,0,0,0,0,1
389,1.0,15.17,7.0,0.56,0.4221105527638191,1.0,0,0,0,0,0,0,1,0,0,0,0,0
390,1.0,39.92,5.0,0.23728813559322035,0.423728813559322,0.21,0,0,0,0,0,0,1,0,0,0,0,0
391,1.0,27.42,12.5,0.35185185185185186,0.423728813559322,0.25,0,0,0,1,0,0,1,0,0,0,0,0
392,1.0,24.75,0.54,0.42105263157894735,0.4221105527638191,1.0,0,0,0,1,1,0,1,0,0,0,0,0
393,1.0,41.17,1.25,0.5079365079365079,0.4221105527638191,0.25,0,0,0,0,195,0,0,1,0,1,0,0
394,0.0,33.08,1.625,0.23333333333333334,0.4221105527638191,0.54,0,0,0,1,0,0,1,0,0,0,0,0
395,1.0,29.83,2.04,0.8421052631578947,0.6304347826086957,0.04,0,0,0,0,1,0,0,1,0,1,0,0
396,0.0,23.58,0.585,0.1320754716981132,0.14035087719298245,0.125,0,0,0,0,87,0,0,1,0,1,0,0
397,1.0,26.17,12.5,0.27450980392156865,0.6304347826086957,1.25,0,0,0,1,17,0,0,1,0,1,0,0
398,1.0,31.0,2.085,0.45255474452554745,0.4221105527638191,0.085,0,0,0,0,0,0,1,0,0,0,0,0
399,1.0,20.75,5.085,0.3,0.4221105527638191,0.29,0,0,0,0,184,0,0,1,0,1,0,0
400,1.0,28.92,0.375,0.45255474452554745,0.4221105527638191,0.29,0,0,0,0,140,0,1,0,0,0,0,0
401,0.0,51.92,6.5,0.23728813559322035,0.423728813559322,3.085,0,0,0,1,0,0,1,0,0,0,0,0
402,0.0,22.67,0.335,0.6538461538461539,0.4221105527638191,0.75,0,0,0,0,0,0,1,0,0,0,0,1
403,1.0,34.0,5.085,0.23728813559322035,0.423728813559322,1.085,0,0,0,1,0,0,0,1,0,1,0,0
404,0.0,69.5,6.0,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,0,0,1,0,0,0,0,1
405,0.0,40.33,8.125,0.27450980392156865,0.4221105527638191,0.165,0,1,2,0,18,0,0,1,0,1,0,0
406,0.0,19.58,0.665,0.45255474452554745,0.4221105527638191,1.0,0,1,1,0,2,0,0,1,0,1,0,0
407,1.0,16.0,3.125,0.5079365079365079,0.4221105527638191,0.085,0,1,1,0,6,0,1,0,0,0,0,0
408,1.0,17.08,0.25,0.6538461538461539,0.4221105527638191,0.335,0,1,4,0,8,0,1,0,0,0,0,0
409,1.0,31.25,2.835,0.1320754716981132,0.14035087719298245,0.0,0,1,5,0,146,0,1,0,0,0,0,0
410,1.0,25.17,3.0,0.45255474452554745,0.4221105527638191,1.25,0,1,1,0,22,0,1,0,0,0,0,0
411,0.0,22.67,0.79,0.23728813559322035,0.4221105527638191,0.085,0,0,0,0,0,0,1,0,0,0,0,0
412,1.0,40.58,1.5,0.23728813559322035,0.423728813559322,0.0,0,0,0,0,0,0,1,0,0,0,0,1
413,1.0,22.25,0.46,0.27450980392156865,0.4221105527638191,0.125,0,0,0,1,55,0,1,0,0,0,0,0
414,0.0,22.25,1.25,0.1320754716981132,0.14035087719298245,3.25,0,0,0,0,0,0,0,1,0,1,0,0
415,1.0,22.5,0.125,0.27450980392156865,0.4221105527638191,0.125,0,0,0,0,70,0,0,1,0,1,0,0
416,1.0,23.58,1.79,0.45255474452554745,0.4221105527638191,0.54,0,0,0,1,1,0,1,0,0,0,0,0
417,1.0,38.42,0.705,0.45255474452554745,0.4221105527638191,0.375,0,1,2,0,500,0,1,0,0,0,0,0
418,0.0,26.58,2.54,0.1320754716981132,0.14035087719298245,0.0,0,0,0,1,60,0,0,1,0,1,0,0
419,1.0,35.0,2.5,0.23728813559322035,0.4221105527638191,1.0,0,0,0,1,0,0,1,0,0,0,0,0
420,1.0,20.42,1.085,0.6538461538461539,0.4221105527638191,1.5,0,0,0,0,7,0,1,0,0,0,0,0
421,1.0,29.42,1.25,0.5079365079365079,0.4221105527638191,1.75,0,0,0,0,0,0,1,0,0,0,0,0
422,1.0,26.17,0.835,0.7073170731707317,0.4221105527638191,1.165,0,0,0,0,0,0,1,0,0,0,0,0
423,1.0,33.67,2.165,0.45255474452554745,0.4221105527638191,1.5,0,0,0,0,0,0,1,0,0,0,1,0
424,1.0,24.58,1.25,0.45255474452554745,0.4221105527638191,0.25,0,0,0,0,0,0,1,0,0,0,0,0
425,0.0,27.67,2.04,0.5079365079365079,0.4221105527638191,0.25,0,0,0,1,50,0,1,0,0,0,0,0
426,1.0,37.5,0.835,0.56,0.4221105527638191,0.04,0,0,0,0,5,0,1,0,0,0,0,0
427,1.0,49.17,2.29,0.1320754716981132,0.14035087719298245,0.29,0,0,0,0,3,0,1,0,0,0,0,0
428,1.0,33.58,0.335,0.7073170731707317,0.4221105527638191,0.085,0,0,0,0,0,0,0,1,0,1,0,0
429,1.0,51.83,3.0,0.1320754716981132,0.14035087719298245,1.5,0,0,0,0,4,0,0,1,0,1,0,0
430,1.0,22.92,3.165,0.45255474452554745,0.4221105527638191,0.165,0,0,0,0,1058,0,0,1,0,1,0,0
431,1.0,21.83,1.54,0.27450980392156865,0.4221105527638191,0.085,0,0,0,1,0,0,1,0,0,0,0,0
432,1.0,25.25,1.0,0.35185185185185186,0.4221105527638191,0.5,0,0,0,0,0,0,1,0,0,0,0,0
433,1.0,58.58,2.71,0.45255474452554745,0.4221105527638191,2.415,0,0,0,1,0,0,1,0,0,0,0,0
434,1.0,19.0,0.0,0.1320754716981132,0.14035087719298245,0.0,0,1,4,0,1,0,0,1,0,1,0,0
435,1.0,19.58,0.585,0.1320754716981132,0.14035087719298245,0.0,0,1,3,0,769,0,1,0,0,0,0,0
436,0.0,53.33,0.165,0.1320754716981132,0.14035087719298245,0.0,0,0,0,1,27,0,1,0,0,0,0,1
437,0.0,27.17,1.25,0.1320754716981132,0.14035087719298245,0.0,0,1,1,0,300,0,1,0,0,0,0,0
438,1.0,25.92,0.875,0.27450980392156865,0.4221105527638191,0.375,0,1,2,1,3,0,1,0,0,0,0,0
439,1.0,23.08,0.0,0.27450980392156865,0.4221105527638191,1.0,0,1,11,0,0,0,1,0,0,0,0,1
440,1.0,39.58,5.0,0.1320754716981132,0.14035087719298245,0.0,0,1,2,0,1,0,1,0,0,0,0,0
441,1.0,30.58,2.71,0.42105263157894735,0.4221105527638191,0.125,0,0,0,1,0,0,0,1,0,1,0,1
442,1.0,17.25,3.0,0.27450980392156865,0.4221105527638191,0.04,0,0,0,1,40,0,1,0,0,0,0,0
443,0.0,17.67,0.0,0.3,0.14035087719298245,0.0,0,0,0,0,0,0,0,1,0,1,0,0
444,0.0,,11.25,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,5200,0,1,0,0,0,0,0
445,1.0,16.5,0.125,0.45255474452554745,0.4221105527638191,0.165,0,0,0,0,0,0,1,0,0,0,0,0
446,0.0,27.33,1.665,0.1320754716981132,0.14035087719298245,0.0,0,0,0,0,1,0,1,0,0,0,0,0
447,1.0,31.25,1.125,0.1320754716981132,0.14035087719298245,0.0,0,1,1,0,19,0,1,0,0,0,0,0
448,1.0,20.0,7.0,0.45255474452554745,0.4221105527638191,0.5,0,0,0,0,0,0,1,0,0,0,0,0
449,1.0,,3.0,0.23728813559322035,0.423728813559322,7.0,0,0,0,0,1,0,0,1,0,1,0,0
450,1.0,39.5,1.625,0.45255474452554745,0.4221105527638191,1.5,0,0,0,0,316,0,1,0,0,0,0,0
451,1.0,36.5,4.25,0.6538461538461539,0.4221105527638191,3.5,0,0,0,0,50,0,1,0,0,0,0,0
452,,29.75,0.665,0.5079365079365079,0.4221105527638191,0.25,0,0,0,1,0,0,1,0,0,0,0,0
453,1.0,52.42,1.5,0.23333333333333334,0.4221105527638191,3.75,0,0,0,1,350,0,1,0,0,0,0,0
454,1.0,36.17,18.125,0.5079365079365079,0.4221105527638191,0.085,0,0,0,0,3552,0,1,0,0,0,0,0
455,1.0,34.58,0.0,,,0.0,0,0,0,0,0,0,0,0,0,0,1,0
456,1.0,29.67,0.75,0.45255474452554745,0.4221105527638191,0.04,0,0,0,0,0,0,0,1,0,1,0,0
457,1.0,36.17,5.5,0.23728813559322035,0.423728813559322,5.0,0,0,0,0,687,0,1,0,0,0,0,0
458,1.0,25.67,0.29,0.45255474452554745,0.4221105527638191,1.5,0,0,0,1,0,0,0,1,0,1,0,0
459,0.0,24.5,2.415,0.45255474452554745,0.4221105527638191,0.0,0,0,0,0,0,0,0,1,0,1,0,0
460,1.0,24.08,0.875,0.42105263157894735,0.4221105527638191,0.085,0,1,4,0,1950,0,1,0,0,0,0,0
461,1.0,21.92,0.5,0.45255474452554745,0.4221105527638191,0.125,0,0,0,0,0,0,1,0,0,0,0,0
462,0.0,36.58,0.29,0.1320754716981132,0.14035087719298245,0.0,0,1,10,0,18,0,1,0,0,0,0,0
463,0.0,23.0,1.835,0.3,0.375,0.0,0,1,1,0,53,0,1,0,0,0,0,0
464,0.0,27.58,3.0,0.42105263157894735,0.4221105527638191,2.79,0,1,1,1,10,0,1,0,0,0,0,0
